physical_time, physical_step, Observer_1_pressure, Observer_2_pressure, Observer_3_pressure
21.09778,1180,-0.0000005507067,-0.0000005507067,0
21.10487,1181,-0.0000005486513,-0.0000005486513,0
21.11196,1182,-0.000000550018,-0.000000550018,0
21.11905,1183,-0.0000005533409,-0.0000005533409,0
21.12614,1184,-0.0000005534179,-0.0000005534179,0
21.13323,1185,-0.0000005515449,-0.0000005515449,0
21.14031,1186,-0.0000005495255,-0.0000005495255,0
21.1474,1187,-0.0000005504211,-0.0000005504211,0
21.15449,1188,-0.0000005545523,-0.0000005545523,0
21.16158,1189,-0.0000005529584,-0.0000005529584,0
21.16867,1190,-0.0000005559529,-0.0000005559529,0
21.17576,1191,-0.0000005494661,-0.0000005494661,0
21.18285,1192,-0.0000005383098,-0.0000005383098,0
21.18994,1193,-0.0000005345894,-0.0000005345894,0
21.19703,1194,-0.0000005309417,-0.0000005309417,0
21.20412,1195,-0.0000005384709,-0.0000005384709,0
21.21121,1196,-0.0000005438757,-0.0000005438757,0
21.2183,1197,-0.0000005531959,-0.0000005531959,0
21.22539,1198,-0.0000005691264,-0.0000005691264,0
21.23248,1199,-0.0000005787171,-0.0000005787171,0
21.23957,1200,-0.000000589367,-0.000000589367,0
21.24666,1201,-0.0000005874286,-0.0000005874286,0
21.25375,1202,-0.0000005761513,-0.0000005761513,0
21.26084,1203,-0.0000005666759,-0.0000005666759,0
21.26793,1204,-0.0000005640446,-0.0000005640446,0
21.27502,1205,-0.0000005693506,-0.0000005693506,0
21.28211,1206,-0.0000005800449,-0.0000005800449,0
21.2892,1207,-0.0000005986655,-0.0000005986655,0
21.29629,1208,-0.000000610629,-0.000000610629,0
21.30338,1209,-0.0000006144886,-0.0000006144886,0
21.31046,1210,-0.0000006107363,-0.0000006107363,0
21.31755,1211,-0.0000006007862,-0.0000006007862,0
21.32464,1212,-0.0000005900714,-0.0000005900714,0
21.33173,1213,-0.0000005764753,-0.0000005764753,0
21.33882,1214,-0.0000005628081,-0.0000005628081,0
21.34591,1215,-0.0000005534916,-0.0000005534916,0
21.353,1216,-0.0000005480491,-0.0000005480491,0
21.36009,1217,-0.0000005439767,-0.0000005439767,0
21.36718,1218,-0.0000005429513,-0.0000005429513,0
21.37427,1219,-0.0000005359248,-0.0000005359248,0
21.38136,1220,-0.0000005299783,-0.0000005299783,0
21.38845,1221,-0.0000005223515,-0.0000005223515,0
21.39554,1222,-0.0000005092414,-0.0000005092414,0
21.40263,1223,-0.0000004997602,-0.0000004997602,0
21.40972,1224,-0.0000004966388,-0.0000004966388,0
21.41681,1225,-0.0000004900036,-0.0000004900036,0
21.4239,1226,-0.0000004815936,-0.0000004815936,0
21.43099,1227,-0.0000004746747,-0.0000004746747,0
21.43808,1228,-0.0000004656936,-0.0000004656936,0
21.44517,1229,-0.0000004541526,-0.0000004541526,0
21.45226,1230,-0.0000004483428,-0.0000004483428,0
21.45935,1231,-0.0000004405122,-0.0000004405122,0
21.46644,1232,-0.0000004302821,-0.0000004302821,0
21.47353,1233,-0.000000420842,-0.000000420842,0
21.48061,1234,-0.0000004125053,-0.0000004125053,0
21.4877,1235,-0.0000004029194,-0.0000004029194,0
21.49479,1236,-0.0000003939039,-0.0000003939039,0
21.50188,1237,-0.0000003846317,-0.0000003846317,0
21.50897,1238,-0.0000003766556,-0.0000003766556,0
21.51606,1239,-0.0000003675358,-0.0000003675358,0
21.52315,1240,-0.0000003627414,-0.0000003627414,0
21.53024,1241,-0.0000003608073,-0.0000003608073,0
21.53733,1242,-0.000000354239,-0.000000354239,0
21.54442,1243,-0.0000003496475,-0.0000003496475,0
21.55151,1244,-0.0000003466137,-0.0000003466137,0
21.5586,1245,-0.000000340097,-0.000000340097,0
21.56569,1246,-0.0000003330227,-0.0000003330227,0
21.57278,1247,-0.0000003221311,-0.0000003221311,0
21.57987,1248,-0.0000003127185,-0.0000003127185,0
21.58696,1249,-0.0000003006558,-0.0000003006558,0
21.59405,1250,-0.0000002917839,-0.0000002917839,0
21.60114,1251,-0.0000002847279,-0.0000002847279,0
21.60823,1252,-0.0000002856352,-0.0000002856352,0
21.61532,1253,-0.0000002889049,-0.0000002889049,0
21.62241,1254,-0.000000291896,-0.000000291896,0
21.6295,1255,-0.0000002927434,-0.0000002927434,0
21.63659,1256,-0.0000002901576,-0.0000002901576,0
21.64368,1257,-0.0000002830586,-0.0000002830586,0
21.65076,1258,-0.0000002748871,-0.0000002748871,0
21.65785,1259,-0.0000002647121,-0.0000002647121,0
21.66494,1260,-0.0000002587651,-0.0000002587651,0
21.67203,1261,-0.0000002572026,-0.0000002572026,0
21.67912,1262,-0.0000002529244,-0.0000002529244,0
21.68621,1263,-0.0000002504047,-0.0000002504047,0
21.6933,1264,-0.0000002485414,-0.0000002485414,0
21.70039,1265,-0.0000002437903,-0.0000002437903,0
21.70748,1266,-0.000000233092,-0.000000233092,0
21.71457,1267,-0.000000220874,-0.000000220874,0
21.72166,1268,-0.0000002097312,-0.0000002097312,0
21.72875,1269,-0.0000002051807,-0.0000002051807,0
21.73584,1270,-0.0000002066963,-0.0000002066963,0
21.74293,1271,-0.0000002155265,-0.0000002155265,0
21.75002,1272,-0.0000002252691,-0.0000002252691,0
21.75711,1273,-0.0000002291051,-0.0000002291051,0
21.7642,1274,-0.000000226199,-0.000000226199,0
21.77129,1275,-0.0000002226326,-0.0000002226326,0
21.77838,1276,-0.0000002276676,-0.0000002276676,0
21.78547,1277,-0.0000002275805,-0.0000002275805,0
21.79256,1278,-0.0000002282843,-0.0000002282843,0
21.79965,1279,-0.000000227548,-0.000000227548,0
21.80674,1280,-0.0000002313142,-0.0000002313142,0
21.81383,1281,-0.0000002294391,-0.0000002294391,0
21.82091,1282,-0.00000022959,-0.00000022959,0
21.828,1283,-0.000000225642,-0.000000225642,0
21.83509,1284,-0.0000002226592,-0.0000002226592,0
21.84218,1285,-0.0000002222816,-0.0000002222816,0
21.84927,1286,-0.0000002156134,-0.0000002156134,0
21.85636,1287,-0.0000002140398,-0.0000002140398,0
21.86345,1288,-0.0000002129877,-0.0000002129877,0
21.87054,1289,-0.0000002118423,-0.0000002118423,0
21.87763,1290,-0.0000002090165,-0.0000002090165,0
21.88472,1291,-0.0000002072709,-0.0000002072709,0
21.89181,1292,-0.0000002057374,-0.0000002057374,0
21.8989,1293,-0.0000002125431,-0.0000002125431,0
21.90599,1294,-0.0000002181785,-0.0000002181785,0
21.91308,1295,-0.0000002189287,-0.0000002189287,0
21.92017,1296,-0.0000002203897,-0.0000002203897,0
21.92726,1297,-0.0000002241603,-0.0000002241603,0
21.93435,1298,-0.0000002201589,-0.0000002201589,0
21.94144,1299,-0.0000002217638,-0.0000002217638,0
21.94853,1300,-0.0000002199785,-0.0000002199785,0
21.95562,1301,-0.0000002248982,-0.0000002248982,0
21.96271,1302,-0.0000002230848,-0.0000002230848,0
21.9698,1303,-0.000000228449,-0.000000228449,0
21.97689,1304,-0.0000002320693,-0.0000002320693,0
21.98398,1305,-0.0000002330825,-0.0000002330825,0
21.99106,1306,-0.0000002337221,-0.0000002337221,0
21.99815,1307,-0.0000002291309,-0.0000002291309,0
22.00524,1308,-0.0000002247185,-0.0000002247185,0
22.01233,1309,-0.0000002201542,-0.0000002201542,0
22.01942,1310,-0.0000002191056,-0.0000002191056,0
22.02651,1311,-0.0000002184546,-0.0000002184546,0
22.0336,1312,-0.0000002220623,-0.0000002220623,0
22.04069,1313,-0.0000002204072,-0.0000002204072,0
22.04778,1314,-0.0000002277714,-0.0000002277714,0
22.05487,1315,-0.0000002287823,-0.0000002287823,0
22.06196,1316,-0.0000002323483,-0.0000002323483,0
22.06905,1317,-0.0000002316186,-0.0000002316186,0
22.07614,1318,-0.0000002308234,-0.0000002308234,0
22.08323,1319,-0.0000002388943,-0.0000002388943,0
22.09032,1320,-0.0000002460167,-0.0000002460167,0
22.09741,1321,-0.000000256331,-0.000000256331,0
22.1045,1322,-0.0000002738261,-0.0000002738261,0
22.11159,1323,-0.000000285154,-0.000000285154,0
22.11868,1324,-0.0000002947457,-0.0000002947457,0
22.12577,1325,-0.0000002978433,-0.0000002978433,0
22.13286,1326,-0.0000003002963,-0.0000003002963,0
22.13995,1327,-0.000000306989,-0.000000306989,0
22.14704,1328,-0.0000003150238,-0.0000003150238,0
22.15413,1329,-0.0000003152903,-0.0000003152903,0
22.16121,1330,-0.0000003201511,-0.0000003201511,0
22.1683,1331,-0.0000003245891,-0.0000003245891,0
22.17539,1332,-0.0000003219533,-0.0000003219533,0
22.18248,1333,-0.0000003269849,-0.0000003269849,0
22.18957,1334,-0.0000003292862,-0.0000003292862,0
22.19666,1335,-0.0000003290963,-0.0000003290963,0
22.20375,1336,-0.0000003327928,-0.0000003327928,0
22.21084,1337,-0.0000003327563,-0.0000003327563,0
22.21793,1338,-0.0000003335527,-0.0000003335527,0
22.22502,1339,-0.0000003410331,-0.0000003410331,0
22.23211,1340,-0.0000003441218,-0.0000003441218,0
22.2392,1341,-0.0000003532188,-0.0000003532188,0
22.24629,1342,-0.0000003553496,-0.0000003553496,0
22.25338,1343,-0.0000003553182,-0.0000003553182,0
22.26047,1344,-0.0000003586525,-0.0000003586525,0
22.26756,1345,-0.0000003558297,-0.0000003558297,0
22.27465,1346,-0.0000003656893,-0.0000003656893,0
22.28174,1347,-0.0000003636984,-0.0000003636984,0
22.28883,1348,-0.0000003656444,-0.0000003656444,0
22.29592,1349,-0.0000003598929,-0.0000003598929,0
22.30301,1350,-0.000000356638,-0.000000356638,0
22.3101,1351,-0.0000003547371,-0.0000003547371,0
22.31719,1352,-0.0000003535362,-0.0000003535362,0
22.32428,1353,-0.0000003525643,-0.0000003525643,0
22.33136,1354,-0.0000003516142,-0.0000003516142,0
22.33845,1355,-0.0000003497705,-0.0000003497705,0
22.34554,1356,-0.0000003484166,-0.0000003484166,0
22.35263,1357,-0.0000003471045,-0.0000003471045,0
22.35972,1358,-0.0000003470141,-0.0000003470141,0
22.36681,1359,-0.0000003466692,-0.0000003466692,0
22.3739,1360,-0.0000003431947,-0.0000003431947,0
22.38099,1361,-0.0000003406941,-0.0000003406941,0
22.38808,1362,-0.0000003395353,-0.0000003395353,0
22.39517,1363,-0.0000003376734,-0.0000003376734,0
22.40226,1364,-0.0000003443763,-0.0000003443763,0
22.40935,1365,-0.0000003462962,-0.0000003462962,0
22.41644,1366,-0.0000003517897,-0.0000003517897,0
