physical_time, physical_step, observer_0_pressure, observer_1_pressure, observer_2_pressure, observer_3_pressure, observer_4_pressure, observer_5_pressure, observer_6_pressure, observer_7_pressure, observer_8_pressure, observer_9_pressure, observer_10_pressure, observer_11_pressure, observer_12_pressure, observer_13_pressure, observer_14_pressure, observer_15_pressure, observer_16_pressure, observer_17_pressure, observer_18_pressure, observer_19_pressure, observer_20_pressure, 
1.882911e+01, 860, 3.299757e-06, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -3.202733e-06
1.883620e+01, 861, 2.622514e-06, 2.826119e-06, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -2.761896e-06, -2.619930e-06
1.884329e+01, 862, 2.016388e-06, 2.238938e-06, 2.369943e-06, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -2.345266e-06, -2.256979e-06, -2.054560e-06
1.885038e+01, 863, 1.735469e-06, 1.754321e-06, 1.867429e-06, 1.933018e-06, 1.782948e-06, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.755510e-06, -1.941836e-06, -1.905380e-06, -1.808802e-06, -1.796692e-06
1.885747e+01, 864, 1.665997e-06, 1.557559e-06, 1.517896e-06, 1.532517e-06, 1.523107e-06, 1.411354e-06, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, -1.406178e-06, -1.547121e-06, -1.572831e-06, -1.567102e-06, -1.610332e-06, -1.720045e-06
1.886456e+01, 865, 1.632360e-06, 1.514674e-06, 1.392035e-06, 1.299044e-06, 1.230014e-06, 1.154264e-06, 1.018361e-06, 8.172958e-07, 5.678161e-07, 2.898482e-07, 9.639836e-09, -2.701913e-07, -5.525428e-07, -8.178600e-07, -1.030015e-06, -1.173479e-06, -1.263392e-06, -1.332688e-06, -1.425953e-06, -1.549775e-06, -1.677924e-06
1.887165e+01, 866, 1.579948e-06, 1.488935e-06, 1.363966e-06, 1.226769e-06, 1.093472e-06, 9.661422e-07, 8.343898e-07, 6.647943e-07, 4.736921e-07, 2.450925e-07, -5.381623e-10, -2.444457e-07, -4.770582e-07, -6.756887e-07, -8.447373e-07, -9.771140e-07, -1.105136e-06, -1.236788e-06, -1.379500e-06, -1.508130e-06, -1.604095e-06
1.887874e+01, 867, 1.502443e-06, 1.430854e-06, 1.328261e-06, 1.195722e-06, 1.048323e-06, 8.970746e-07, 7.404744e-07, 5.796068e-07, 4.018225e-07, 2.099660e-07, 6.943719e-09, -1.954595e-07, -3.888134e-07, -5.700246e-07, -7.274326e-07, -8.849857e-07, -1.036035e-06, -1.187959e-06, -1.318199e-06, -1.424991e-06, -1.505691e-06
1.888583e+01, 868, 1.419627e-06, 1.352285e-06, 1.263460e-06, 1.152065e-06, 1.018989e-06, 8.682341e-07, 7.111929e-07, 5.444588e-07, 3.717297e-07, 1.988393e-07, 1.539593e-08, -1.649623e-07, -3.372194e-07, -5.105646e-07, -6.748845e-07, -8.368050e-07, -9.849547e-07, -1.120780e-06, -1.235032e-06, -1.324900e-06, -1.396032e-06
1.889292e+01, 869, 1.341372e-06, 1.272975e-06, 1.189683e-06, 1.088577e-06, 9.729044e-07, 8.367513e-07, 6.878856e-07, 5.308936e-07, 3.627991e-07, 1.945314e-07, 2.627659e-08, -1.395692e-07, -3.152934e-07, -4.788448e-07, -6.361888e-07, -7.872697e-07, -9.231442e-07, -1.037169e-06, -1.135797e-06, -1.218645e-06, -1.291783e-06
