c81 format file for XV15 propeller airfoil
,0.0000,0.57735,0.81649,0.948683
-180,0.0000,0.0000,0.0000,0.0000
-170,0.7260,0.7260,0.7260,0.7260
-160,0.8520,0.8520,0.8520,0.8520
-150,0.8252,0.8252,0.8252,0.8252
-140,0.7436,0.7436,0.7436,0.7436
-130,0.6293,0.6293,0.6293,0.6293
-120,0.4918,0.4918,0.4918,0.4918
-110,0.3372,0.3372,0.3372,0.3372
-100,0.1714,0.1714,0.1714,0.1714
-90,0.0000,0.0000,0.0000,0.0000
-80,-0.1714,-0.1714,-0.1714,-0.1714
-70,-0.3372,-0.3372,-0.3372,-0.3372
-60,-0.4918,-0.4918,-0.4918,-0.4918
-50,-0.6293,-0.6293,-0.6293,-0.6293
-40,-0.7436,-0.7436,-0.7436,-0.7436
-30,-0.8252,-0.8252,-0.8252,-0.8252
-29,-0.8310,-0.8310,-0.8310,-0.8310
-28,-0.8362,-0.8362,-0.8362,-0.8362
-27,-0.8408,-0.8408,-0.8408,-0.8408
-26,-0.8448,-0.8448,-0.8448,-0.8448
-25,-0.8482,-0.8482,-0.8482,-0.8482
-24,-0.8507,-0.8507,-0.8507,-0.8507
-23,-0.8525,-0.8525,-0.8525,-0.8525
-22,-0.8401,-0.8534,-0.8534,-0.8534
-21,-0.7827,-0.8401,-0.8532,-0.8532
-20,-0.6951,-0.7825,-0.8520,-0.8520
-19,-0.6030,-0.6954,-0.8495,-0.8495
-18,-0.5334,-0.6044,-0.8329,-0.8455
-17,-0.5056,-0.5361,-0.7737,-0.8399
-16,-0.5009,-0.5093,-0.6874,-0.8325
-15,-0.4930,-0.5056,-0.5994,-0.8228
-14,-0.4789,-0.4996,-0.5346,-0.7829
-13,-0.4547,-0.4879,-0.5090,-0.6513
-12,-0.4165,-0.4646,-0.5030,-0.4628
-11,-0.3639,-0.4220,-0.4891,-0.2727
-10,-0.3000,-0.3579,-0.4524,-0.1344
-9,-0.2289,-0.2774,-0.3753,-0.0820
-8,-0.1540,-0.1880,-0.2626,-0.0756
-7,-0.0771,-0.0945,-0.1336,-0.0604
-6,0.0007,0.0007,0.0004,0.0000
-5,0.0788,0.0964,0.1352,0.0604
-4,0.1572,0.1925,0.2683,0.0756
-3,0.2357,0.2886,0.3942,0.0820
-2,0.3142,0.3848,0.4984,0.0655
-1,0.3927,0.4809,0.5627,0.0382
0,0.4712,0.5771,0.5905,0.0457
1,0.5497,0.6732,0.6010,0.1080
2,0.6282,0.7692,0.6060,0.2099
3,0.7067,0.8650,0.5878,0.3120
4,0.7851,0.9599,0.5551,0.4005
5,0.8632,1.0530,0.5421,0.4785
6,0.9408,1.1414,0.5611,0.5460
7,1.0174,1.2197,0.6042,0.6034
8,1.0919,1.2805,0.6519,0.6519
9,1.1620,1.3195,0.6924,0.6924
10,1.2242,1.3405,0.7260,0.7260
11,1.2744,1.3509,0.7538,0.7538
12,1.3099,1.3563,0.7767,0.7767
13,1.3320,1.3184,0.7954,0.7954
14,1.3447,1.2125,0.8106,0.8106
15,1.3519,1.0737,0.8228,0.8228
16,1.3562,0.9439,0.8325,0.8325
17,1.3211,0.8608,0.8399,0.8399
18,1.2212,0.8455,0.8455,0.8455
19,1.0874,0.8495,0.8495,0.8495
20,0.9590,0.8520,0.8520,0.8520
21,0.8735,0.8532,0.8532,0.8532
22,0.8534,0.8534,0.8534,0.8534
23,0.8525,0.8525,0.8525,0.8525
24,0.8507,0.8507,0.8507,0.8507
25,0.8482,0.8482,0.8482,0.8482
26,0.8448,0.8448,0.8448,0.8448
27,0.8408,0.8408,0.8408,0.8408
28,0.8362,0.8362,0.8362,0.8362
30,0.8252,0.8252,0.8252,0.8252
40,0.7436,0.7436,0.7436,0.7436
50,0.6293,0.6293,0.6293,0.6293
60,0.4918,0.4918,0.4918,0.4918
70,0.3372,0.3372,0.3372,0.3372
80,0.1714,0.1714,0.1714,0.1714
90,0.0000,0.0000,0.0000,0.0000
100,-0.1714,-0.1714,-0.1714,-0.1714
110,-0.3372,-0.3372,-0.3372,-0.3372
120,-0.4918,-0.4918,-0.4918,-0.4918
130,-0.6293,-0.6293,-0.6293,-0.6293
140,-0.7436,-0.7436,-0.7436,-0.7436
150,-0.8252,-0.8252,-0.8252,-0.8252
160,-0.8520,-0.8520,-0.8520,-0.8520
170,-0.7260,-0.7260,-0.7260,-0.7260
180.00,0.0000,0.0000,0.0000,0.0000
,0.0000,0.57735,0.81649,0.948683
-180,0.0500,0.0500,0.05,0.05
-170,0.1876,0.1876,0.187591385,0.187591385
-160,0.3903,0.3903,0.390296924,0.390296924
-150,0.5497,0.5497,0.549740162,0.549740162
-140,0.6927,0.6927,0.692713568,0.692713568
-130,0.8160,0.8160,0.81601364,0.81601364
-120,0.9160,0.9160,0.916008723,0.916008723
-110,0.9897,0.9897,0.98968153,0.98968153
-100,1.0348,1.0348,1.03479898,1.03479898
-90,1.0500,1.0500,1.049991874,1.049991874
-80,1.0348,1.0348,1.03479898,1.03479898
-70,0.9897,0.9897,0.98968153,0.98968153
-60,0.9160,0.9160,0.916008723,0.916008723
-50,0.8160,0.8160,0.81601364,0.81601364
-40,0.6927,0.6927,0.692713568,0.692713568
-30,0.5497,0.5497,0.549740162,0.549740162
-29,0.5345,0.5345,0.534506491,0.534506491
-28,0.5191,0.5191,0.519115645,0.519115645
-27,0.5036,0.5036,0.503569722,0.503569722
